id,outcome1,outcome2,outcome3,numofdraw,jar
19364,0,0,1,3,0
19365,0,2,2,1,1
19366,2,2,2,0,0
19367,0,0,2,2,0
19368,1,2,2,1,1
19369,0,2,2,1,1
19370,1,1,0,3,0
19371,1,0,1,3,0
19372,0,2,2,1,1
19373,1,2,2,1,0
19374,0,1,2,2,1
19375,1,2,2,1,0
19376,0,1,0,3,0
19377,1,2,2,1,0
19378,0,2,2,1,1
19379,1,2,2,1,1
19380,0,0,1,3,0
19381,1,2,2,1,1
19382,0,0,1,3,1
19383,1,2,2,1,0
19384,0,0,2,2,1
19385,1,0,2,2,0
19386,1,1,1,3,0
19387,0,0,0,3,0
19388,1,2,2,1,0
19389,1,2,2,1,1
19390,1,0,2,2,1
19391,0,2,2,1,1
19392,0,0,2,2,0
19393,2,2,2,0,0
19394,0,1,2,2,0
19395,1,0,2,2,0
19396,2,2,2,0,0
19397,1,0,1,3,1
19398,2,2,2,0,1
19399,2,2,2,0,1
19400,2,2,2,0,1
19401,1,2,2,1,0
19402,1,2,2,1,1
19403,1,2,2,1,0
19404,0,1,2,2,1
19405,0,2,2,1,0
19406,0,2,2,1,1
19407,0,0,2,2,1
19408,0,1,2,2,1
19409,0,2,2,1,1
19410,1,2,2,1,0
19411,1,2,2,1,0
19412,1,1,0,3,0
19413,1,1,1,3,0
19414,0,1,2,2,1
19415,0,2,2,1,1
19416,2,2,2,0,0
19417,2,2,2,0,1
19418,1,0,0,3,1
19419,1,0,2,2,0
19420,0,1,1,3,0
19421,1,0,2,2,0
19422,1,2,2,1,1
19423,1,2,2,1,1
19424,1,1,2,2,0
19425,0,2,2,1,1
19426,1,0,0,3,1
19427,1,1,1,3,0
19428,1,0,2,2,0
19429,1,1,2,2,0
19430,1,1,2,2,0
19431,1,1,0,3,0
19432,0,0,0,3,0
19433,0,0,1,3,1
19434,0,2,2,1,1
19435,1,1,2,2,0
19436,2,2,2,0,0
19437,2,2,2,0,1
19438,2,2,2,0,1
19439,2,2,2,0,1
19440,0,0,0,3,0
19441,0,1,2,2,0
19442,1,1,0,3,0
19443,1,0,2,2,0
19444,0,2,2,1,1
19445,1,2,2,1,0
19446,0,0,1,3,1
19447,0,0,2,2,0
19448,1,2,2,1,0
19449,2,2,2,0,0
19450,0,2,2,1,0
19451,0,1,0,3,1
19452,0,2,2,1,1
19453,2,2,2,0,1
19454,2,2,2,0,1
19455,0,2,2,1,0
19456,2,2,2,0,0
19457,2,2,2,0,0
19458,1,0,0,3,1
19459,2,2,2,0,1
19460,1,2,2,1,0
19461,1,0,2,2,1
19462,1,2,2,1,0
19463,0,2,2,1,1
19464,1,1,1,3,1
19465,1,0,0,3,0
19466,0,0,2,2,0
19467,2,2,2,0,1
19468,0,0,2,2,0
19469,0,1,2,2,1
19470,1,2,2,1,0
19471,1,0,2,2,0
19472,1,2,2,1,0
19473,0,1,1,3,0
19474,1,2,2,1,0
19475,1,0,2,2,1
19476,2,2,2,0,0
19477,0,2,2,1,1
19478,1,1,2,2,0
19479,0,2,2,1,1
19480,2,2,2,0,1
19481,2,2,2,0,0
19482,0,2,2,1,1
19483,0,1,0,3,0
19484,0,1,2,2,0
19485,0,2,2,1,1
19486,0,1,2,2,1
19487,2,2,2,0,0
19488,0,2,2,1,1
19489,2,2,2,0,1
19490,2,2,2,0,1
19491,0,0,2,2,1
19492,1,1,1,3,0
19493,2,2,2,0,1
19494,0,0,2,2,1
19495,2,2,2,0,1
19496,1,2,2,1,1
19497,0,1,1,3,1
19498,1,2,2,1,0
19499,2,2,2,0,1
19500,0,1,2,2,1
19501,1,2,2,1,1
19502,0,2,2,1,1
19503,0,0,2,2,0
19504,1,1,2,2,0
19505,1,0,0,3,1
19506,2,2,2,0,0
19507,1,1,2,2,0
19508,0,1,2,2,1
19509,0,1,1,3,0
19510,0,1,1,3,1
19511,1,2,2,1,0
19512,2,2,2,0,0
19513,2,2,2,0,0
19514,0,0,2,2,1
19515,2,2,2,0,0
19516,2,2,2,0,0
19517,0,2,2,1,1
19518,0,0,1,3,1
19519,1,2,2,1,0
19520,2,2,2,0,0
19521,1,1,2,2,1
19522,2,2,2,0,1
19523,0,2,2,1,0
19524,1,2,2,1,0
19525,0,2,2,1,0
19526,2,2,2,0,0
19527,0,0,2,2,0
19528,1,1,2,2,1
19529,0,0,2,2,1
19530,2,2,2,0,1
19531,1,1,1,3,1
19532,0,0,0,3,1
19533,1,0,2,2,1
19534,0,1,2,2,0
19535,2,2,2,0,0
19536,0,1,0,3,0
19537,1,0,2,2,0
19538,2,2,2,0,0
19539,1,1,0,3,0
19540,0,1,2,2,0
19541,2,2,2,0,1
19542,0,1,2,2,1
19543,1,1,2,2,0
19544,2,2,2,0,0
19545,2,2,2,0,0
19546,0,1,1,3,1
19547,1,2,2,1,0
19548,0,1,2,2,0
19549,2,2,2,0,1
19550,1,1,1,3,0
19551,2,2,2,0,1
19552,1,0,0,3,1
19553,0,0,2,2,1
19554,0,0,2,2,1
19555,2,2,2,0,0
19556,1,2,2,1,1
19557,2,2,2,0,0
19558,1,2,2,1,0
19559,1,0,2,2,1
19560,0,0,0,3,1
19561,1,1,0,3,0
19562,1,0,1,3,0
19563,1,0,2,2,0
19564,2,2,2,0,1
19565,2,2,2,0,0
19566,0,2,2,1,0
19567,0,1,0,3,1
19568,0,2,2,1,1
19569,2,2,2,0,0
19570,1,1,1,3,0
19571,0,2,2,1,0
19572,1,1,2,2,0
19573,1,2,2,1,1
19574,1,0,0,3,1
19575,0,2,2,1,1
19576,1,0,2,2,0
19577,1,1,2,2,0
19578,2,2,2,0,0
19579,0,2,2,1,1
19580,1,0,2,2,1
19581,2,2,2,0,0
19582,1,0,0,3,0
19583,1,1,0,3,0
19584,1,2,2,1,0
19585,0,1,2,2,1
19586,2,2,2,0,1
19587,2,2,2,0,1
19588,1,2,2,1,0
19589,0,2,2,1,1
19590,2,2,2,0,0
19591,0,1,2,2,0
19592,0,0,1,3,1
19593,0,2,2,1,1
19594,1,2,2,1,1
19595,2,2,2,0,0
19596,0,1,0,3,1
19597,1,2,2,1,1
19598,1,2,2,1,1
19599,1,0,2,2,0
19600,0,2,2,1,1
19601,0,0,1,3,1
19602,0,0,2,2,1
19603,1,1,2,2,1
19604,2,2,2,0,0
19605,0,1,0,3,1
19606,1,1,0,3,0
19607,2,2,2,0,1
19608,0,1,2,2,1
19609,0,1,2,2,1
19610,0,2,2,1,1
19611,1,0,2,2,0
19612,2,2,2,0,1
19613,0,1,1,3,1
19614,2,2,2,0,0
19615,0,1,2,2,0
19616,1,2,2,1,0
19617,2,2,2,0,0
19618,2,2,2,0,1
19619,1,1,1,3,0
19620,1,2,2,1,1
19621,2,2,2,0,0
19622,0,0,2,2,1
19623,0,1,2,2,1
19624,0,0,2,2,1
19625,0,0,2,2,1
19626,1,1,1,3,0
19627,2,2,2,0,0
19628,0,0,2,2,0
19629,1,2,2,1,1
19630,1,0,1,3,1
19631,1,1,2,2,0
19632,2,2,2,0,0
19633,1,0,1,3,1
19634,0,0,2,2,0
19635,2,2,2,0,0
19636,0,1,1,3,0
19637,0,2,2,1,0
19638,1,2,2,1,0
19639,2,2,2,0,0
19640,2,2,2,0,1
19641,2,2,2,0,0
19642,2,2,2,0,0
19643,1,2,2,1,1
19644,0,1,2,2,0
19645,2,2,2,0,0
19646,1,1,2,2,0
19647,0,2,2,1,1
19648,0,1,1,3,0
19649,1,2,2,1,0
19650,0,1,0,3,0
19651,0,0,2,2,1
19652,0,2,2,1,1
19653,0,1,2,2,0
19654,1,0,0,3,1
19655,1,2,2,1,0
19656,1,0,0,3,1
19657,1,1,1,3,0
19658,1,1,0,3,0
19659,0,1,1,3,0
19660,1,1,2,2,0
19661,1,2,2,1,0
19662,0,1,0,3,1
19663,2,2,2,0,0
19664,0,0,2,2,1
19665,0,0,1,3,0
19666,0,1,2,2,1
19667,2,2,2,0,0
19668,2,2,2,0,0
19669,0,2,2,1,1
19670,1,1,2,2,0
19671,0,2,2,1,0
19672,2,2,2,0,0
19673,1,0,0,3,0
19674,1,2,2,1,0
19675,0,0,1,3,0
19676,1,2,2,1,1
19677,0,2,2,1,1
19678,0,0,2,2,1
19679,1,1,1,3,0
19680,0,1,2,2,0
19681,0,0,0,3,1
19682,1,2,2,1,0
19683,2,2,2,0,1
19684,2,2,2,0,0
19685,0,0,2,2,1
19686,1,1,2,2,0
19687,2,2,2,0,0
19688,1,2,2,1,1
19689,0,2,2,1,1
19690,0,2,2,1,1
19691,1,2,2,1,0
19692,0,2,2,1,1
19693,0,0,0,3,1
19694,0,0,0,3,1
19695,2,2,2,0,0
19696,1,0,0,3,0
19697,0,2,2,1,1
19698,1,1,0,3,0
19699,0,1,2,2,0
19700,1,2,2,1,1
19701,2,2,2,0,0
19702,0,2,2,1,0
19703,0,0,1,3,1
19704,1,1,2,2,0
19705,1,2,2,1,0
19706,0,2,2,1,1
19707,1,1,1,3,0
19708,0,1,2,2,1
19709,1,2,2,1,0
19710,1,0,2,2,0
19711,0,1,0,3,1
19712,0,0,2,2,1
19713,1,0,1,3,1
19714,2,2,2,0,0
19715,2,2,2,0,1
19716,0,0,2,2,1
19717,1,0,2,2,1
19718,0,2,2,1,0
19719,2,2,2,0,1
19720,0,0,2,2,1
19721,0,0,2,2,1
19722,2,2,2,0,1
19723,0,1,1,3,0
19724,2,2,2,0,0
19725,1,1,0,3,1
19726,2,2,2,0,1
19727,0,0,1,3,1
19728,1,2,2,1,0
19729,0,0,0,3,1
19730,2,2,2,0,0
19731,2,2,2,0,0
19732,0,2,2,1,1
19733,1,1,1,3,0
19734,1,0,1,3,0
19735,1,0,2,2,0
19736,1,2,2,1,0
19737,0,0,2,2,1
19738,2,2,2,0,0
19739,1,0,1,3,0
19740,1,2,2,1,0
19741,2,2,2,0,0
19742,0,1,1,3,0
19743,1,1,2,2,1
19744,2,2,2,0,0
19745,1,1,2,2,0
19746,1,1,0,3,1
19747,2,2,2,0,1
19748,1,1,2,2,0
19749,1,1,0,3,1
19750,2,2,2,0,0
19751,2,2,2,0,0
19752,2,2,2,0,0
19753,0,2,2,1,0
19754,1,1,0,3,0
19755,2,2,2,0,0
19756,2,2,2,0,0
19757,1,1,0,3,1
19758,0,0,2,2,1
19759,2,2,2,0,1
19760,2,2,2,0,0
19761,2,2,2,0,1
19762,1,1,2,2,0
19763,2,2,2,0,1
19764,0,0,0,3,1
19765,1,2,2,1,0
19766,2,2,2,0,1
19767,0,0,2,2,1
19768,0,1,1,3,1
19769,0,2,2,1,1
19770,2,2,2,0,0
19771,2,2,2,0,0
19772,0,0,2,2,1
19773,1,2,2,1,0
19774,1,1,1,3,0
19775,0,2,2,1,1
19776,2,2,2,0,0
19777,0,1,2,2,1
19778,0,1,2,2,1
19779,1,0,2,2,0
19780,0,0,2,2,1
19781,0,2,2,1,0
19782,0,1,2,2,0
19783,2,2,2,0,0
19784,0,0,1,3,0
19785,0,0,0,3,1
19786,1,1,2,2,0
19787,1,2,2,1,0
19788,2,2,2,0,0
19789,0,0,2,2,1
19790,1,0,1,3,0
19791,0,0,0,3,1
19792,0,1,2,2,0
19793,2,2,2,0,0
19794,1,2,2,1,1
19795,1,1,0,3,0
19796,1,1,1,3,0
19797,0,1,2,2,0
19798,0,0,0,3,0
19799,2,2,2,0,0
19800,0,0,0,3,1
19801,0,1,0,3,1
19802,0,1,0,3,1
19803,2,2,2,0,0
19804,1,2,2,1,1
19805,1,2,2,1,1
19806,1,1,2,2,0
19807,1,0,2,2,0
19808,1,2,2,1,0
19809,2,2,2,0,1
19810,1,2,2,1,1
19811,0,0,2,2,1
19812,0,0,0,3,1
19813,1,2,2,1,0
19814,0,1,2,2,1
19815,0,2,2,1,1
19816,1,1,2,2,0
19817,0,1,1,3,0
19818,0,1,2,2,1
19819,1,1,2,2,0
19820,1,1,1,3,0
19821,1,2,2,1,0
19822,1,2,2,1,0
19823,1,0,2,2,1
19824,1,1,0,3,0
19825,1,2,2,1,0
19826,1,1,2,2,0
19827,0,2,2,1,1
19828,0,2,2,1,0
19829,0,1,0,3,1
19830,2,2,2,0,0
19831,0,0,0,3,1
19832,1,2,2,1,1
19833,1,1,2,2,0
19834,1,1,1,3,0
19835,1,0,1,3,0
19836,0,1,2,2,1
19837,1,2,2,1,0
19838,0,1,2,2,1
19839,2,2,2,0,0
19840,2,2,2,0,1
19841,0,1,1,3,0
19842,0,2,2,1,1
19843,2,2,2,0,1
19844,0,2,2,1,1
19845,1,1,2,2,0
19846,1,1,0,3,0
19847,2,2,2,0,1
19848,0,0,2,2,1
19849,0,1,2,2,1
19850,0,1,0,3,1
19851,1,1,2,2,0
19852,1,0,1,3,1
19853,1,0,0,3,0
19854,1,1,2,2,0
19855,1,1,2,2,0
19856,0,1,2,2,0
19857,0,2,2,1,0
19858,1,0,1,3,0
19859,2,2,2,0,1
19860,0,0,0,3,1
19861,2,2,2,0,1
19862,1,0,1,3,1
19863,1,0,2,2,1
19864,0,0,1,3,0
19865,0,1,2,2,1
19866,1,1,1,3,0
19867,2,2,2,0,0
19868,1,0,2,2,1
19869,1,2,2,1,0
19870,2,2,2,0,0
19871,1,2,2,1,0
19872,2,2,2,0,1
19873,1,1,0,3,1
19874,1,0,2,2,0
19875,1,0,1,3,0
19876,1,2,2,1,1
19877,0,0,1,3,1
19878,0,0,2,2,1
19879,1,2,2,1,0
19880,1,2,2,1,0
19881,1,0,2,2,1
19882,0,1,2,2,0
19883,2,2,2,0,1
19884,0,2,2,1,1
19885,1,0,2,2,1
19886,0,0,2,2,0
19887,2,2,2,0,1
19888,2,2,2,0,0
19889,1,0,2,2,0
19890,1,0,0,3,1
19891,1,1,2,2,0
19892,1,2,2,1,0
19893,1,0,2,2,1
19894,2,2,2,0,0
19895,0,2,2,1,1
19896,1,1,2,2,0
19897,0,2,2,1,1
19898,1,0,0,3,1
19899,1,1,1,3,0
19900,1,1,1,3,0
19901,0,1,0,3,0
19902,0,1,1,3,0
19903,0,0,2,2,1
19904,1,1,0,3,0
19905,1,0,2,2,1
19906,1,2,2,1,0
19907,2,2,2,0,0
19908,1,2,2,1,0
19909,2,2,2,0,1
19910,0,1,0,3,1
19911,0,0,2,2,0
19912,2,2,2,0,0
19913,1,2,2,1,0
19914,0,0,2,2,0
19915,0,2,2,1,1
19916,0,1,2,2,1
19917,1,2,2,1,1
19918,1,1,0,3,0
19919,1,0,2,2,0
19920,2,2,2,0,0
19921,0,0,2,2,1
19922,1,0,1,3,0
19923,0,2,2,1,1
19924,0,0,0,3,1
19925,1,2,2,1,1
19926,1,2,2,1,1
19927,0,1,0,3,0
19928,1,2,2,1,0
19929,1,0,2,2,1
19930,2,2,2,0,1
19931,0,1,2,2,0
19932,2,2,2,0,0
19933,0,0,2,2,1
19934,2,2,2,0,0
19935,0,1,1,3,0
19936,0,1,2,2,0
19937,0,1,1,3,0
19938,2,2,2,0,1
19939,1,1,2,2,0
19940,2,2,2,0,1
19941,2,2,2,0,1
19942,1,1,2,2,0
19943,1,0,1,3,1
19944,0,2,2,1,1
19945,1,0,0,3,1
19946,2,2,2,0,0
19947,0,2,2,1,1
19948,2,2,2,0,0
19949,1,1,2,2,0
19950,1,1,0,3,1
19951,2,2,2,0,0
19952,0,2,2,1,1
19953,0,2,2,1,1
19954,1,0,2,2,1
19955,0,1,1,3,0
19956,2,2,2,0,1
19957,0,2,2,1,1
19958,2,2,2,0,0
19959,0,0,2,2,1
19960,0,0,0,3,1
19961,1,2,2,1,1
19962,0,0,0,3,1
19963,0,1,2,2,1
19964,2,2,2,0,1
19965,2,2,2,0,1
19966,0,2,2,1,1
19967,0,1,1,3,1
19968,1,1,2,2,0
19969,1,1,2,2,0
19970,1,2,2,1,0
19971,1,0,2,2,1
19972,2,2,2,0,1
19973,1,1,1,3,0
19974,0,0,2,2,1
19975,1,1,2,2,0
19976,2,2,2,0,0
19977,1,2,2,1,0
19978,1,0,2,2,1
19979,2,2,2,0,0
19980,0,2,2,1,0
19981,1,2,2,1,0
19982,2,2,2,0,0
19983,0,1,2,2,0
19984,0,2,2,1,1
19985,2,2,2,0,0
19986,1,2,2,1,1
19987,1,0,2,2,1
19988,2,2,2,0,1
19989,0,2,2,1,1
19990,0,1,2,2,0
19991,1,2,2,1,1
19992,0,2,2,1,1
19993,0,0,2,2,1
19994,0,2,2,1,1
19995,0,1,2,2,1
19996,0,2,2,1,1
19997,0,2,2,1,0
19998,1,0,0,3,1
19999,1,0,2,2,1
20000,2,2,2,0,1
20001,1,1,2,2,0
20002,0,2,2,1,1
20003,1,1,2,2,1
20004,1,2,2,1,0
20005,1,2,2,1,0
20006,1,1,1,3,0
20007,0,2,2,1,1
20008,0,1,0,3,1
20009,2,2,2,0,0
20010,1,2,2,1,0
20011,1,1,1,3,1
20012,1,1,1,3,0
20013,0,0,2,2,1
20014,1,1,1,3,0
20015,0,0,0,3,0
20016,2,2,2,0,0
20017,1,2,2,1,1
20018,0,2,2,1,0
20019,2,2,2,0,1
20020,1,0,1,3,1
20021,1,1,1,3,0
20022,0,2,2,1,1
20023,1,2,2,1,0
20024,0,0,1,3,1
20025,2,2,2,0,1
20026,1,2,2,1,0
20027,0,2,2,1,1
20028,2,2,2,0,0
20029,1,2,2,1,1
20030,1,0,0,3,1
20031,1,2,2,1,0
20032,0,0,0,3,0
20033,0,0,0,3,1
20034,0,0,0,3,1
20035,0,2,2,1,0
20036,2,2,2,0,1
20037,0,2,2,1,0
20038,2,2,2,0,1
20039,1,0,1,3,0
20040,1,2,2,1,0
20041,1,1,2,2,0
20042,0,1,0,3,0
20043,1,0,2,2,0
20044,0,0,0,3,1
20045,0,1,0,3,0
20046,1,1,0,3,1
20047,1,0,0,3,1
20048,1,1,2,2,0
20049,0,0,0,3,1
20050,1,0,2,2,0
20051,1,1,0,3,1
20052,0,1,1,3,1
20053,1,2,2,1,0
20054,2,2,2,0,0
20055,1,2,2,1,1
20056,1,1,2,2,1
20057,1,2,2,1,0
20058,1,2,2,1,1
20059,1,1,2,2,0
20060,2,2,2,0,0
20061,1,1,2,2,0
20062,1,0,2,2,0
20063,0,2,2,1,1
20064,1,2,2,1,1
20065,0,2,2,1,0
20066,1,0,0,3,0
20067,1,0,0,3,1
20068,0,0,2,2,1
20069,2,2,2,0,1
20070,1,2,2,1,0
20071,0,1,1,3,1
20072,2,2,2,0,1
20073,2,2,2,0,0
20074,0,1,2,2,0
20075,0,2,2,1,1
20076,0,2,2,1,1
20077,2,2,2,0,1
20078,1,0,2,2,0
20079,1,1,2,2,0
20080,1,1,2,2,1
20081,0,0,0,3,1
20082,0,1,1,3,1
20083,0,0,1,3,1
20084,0,0,2,2,0
20085,0,2,2,1,0
20086,2,2,2,0,0
20087,1,1,1,3,0
20088,2,2,2,0,1
20089,2,2,2,0,0
20090,2,2,2,0,0
20091,0,2,2,1,1
20092,1,1,2,2,0
20093,1,0,1,3,1
20094,1,2,2,1,1
20095,2,2,2,0,0
20096,0,2,2,1,1
20097,1,0,0,3,0
20098,2,2,2,0,0
20099,1,2,2,1,0
20100,0,2,2,1,0
20101,1,1,0,3,0
20102,1,0,1,3,1
20103,0,2,2,1,0
20104,1,0,2,2,1
20105,1,0,2,2,1
20106,1,1,2,2,1
20107,1,0,2,2,1
20108,1,0,2,2,0
20109,0,0,1,3,0
20110,1,0,2,2,1
20111,1,2,2,1,0
20112,1,1,0,3,1
20113,0,0,2,2,1
20114,0,1,2,2,1
20115,1,0,1,3,0
20116,2,2,2,0,0
20117,1,1,1,3,0
20118,0,1,0,3,1
20119,1,2,2,1,1
20120,0,2,2,1,0
20121,1,2,2,1,0
20122,0,2,2,1,1
20123,1,0,1,3,0
20124,0,2,2,1,0
20125,1,0,2,2,0
20126,1,0,2,2,1
20127,2,2,2,0,0
20128,0,0,0,3,1
20129,2,2,2,0,0
20130,1,0,2,2,1
20131,1,0,2,2,0
20132,2,2,2,0,0
20133,2,2,2,0,0
20134,0,1,2,2,1
20135,1,2,2,1,1
20136,1,0,2,2,0
20137,0,0,0,3,1
20138,1,1,2,2,0
20139,1,0,2,2,0
20140,1,0,0,3,1
20141,2,2,2,0,0
20142,1,0,1,3,0
20143,2,2,2,0,0
20144,0,1,2,2,1
20145,0,1,2,2,0
20146,1,2,2,1,0
20147,1,2,2,1,0
20148,0,0,0,3,0
20149,0,0,0,3,1
20150,2,2,2,0,0
20151,0,2,2,1,1
20152,0,1,2,2,0
20153,2,2,2,0,1
20154,2,2,2,0,0
20155,2,2,2,0,0
20156,1,1,2,2,1
20157,0,2,2,1,1
20158,1,0,2,2,0
20159,2,2,2,0,1
20160,0,1,0,3,1
20161,2,2,2,0,0
20162,0,2,2,1,0
20163,0,1,0,3,1
20164,2,2,2,0,1
20165,0,0,1,3,1
20166,0,2,2,1,1
20167,0,1,1,3,0
20168,2,2,2,0,0
20169,2,2,2,0,1
20170,0,2,2,1,1
20171,2,2,2,0,0
20172,0,0,0,3,1
20173,2,2,2,0,1
20174,2,2,2,0,1
20175,0,2,2,1,1
20176,0,2,2,1,0
20177,1,2,2,1,1
20178,2,2,2,0,1
20179,0,1,1,3,0
20180,0,0,2,2,1
20181,1,0,0,3,1
20182,2,2,2,0,1
20183,2,2,2,0,0
20184,2,2,2,0,1
20185,2,2,2,0,1
20186,0,2,2,1,1
20187,1,0,2,2,1
20188,2,2,2,0,1
20189,1,2,2,1,1
20190,0,0,2,2,0
20191,1,0,2,2,0
20192,0,0,2,2,1
20193,2,2,2,0,1
20194,0,1,0,3,1
20195,0,1,2,2,0
20196,2,2,2,0,0
20197,0,0,1,3,0
20198,0,1,0,3,0
20199,0,2,2,1,0
20200,0,2,2,1,1
20201,1,0,2,2,1
20202,2,2,2,0,0
20203,1,2,2,1,1
20204,1,1,2,2,0
20205,0,0,1,3,0
20206,1,0,1,3,1
20207,0,2,2,1,1
20208,1,1,0,3,0
20209,2,2,2,0,0
20210,0,0,2,2,1
20211,0,0,2,2,1
20212,0,2,2,1,1
20213,1,0,0,3,0
20214,1,0,1,3,1
20215,1,0,0,3,0
20216,0,2,2,1,1
20217,2,2,2,0,0
20218,2,2,2,0,0
20219,1,2,2,1,0
20220,2,2,2,0,1
20221,0,1,1,3,0
20222,0,1,2,2,1
20223,0,0,2,2,1
20224,1,0,2,2,0
20225,0,1,0,3,1
20226,0,1,1,3,1
20227,1,1,0,3,0
20228,2,2,2,0,0
20229,0,2,2,1,1
20230,1,0,0,3,0
20231,0,0,0,3,1
20232,0,2,2,1,1
20233,1,0,2,2,0
20234,1,1,1,3,0
20235,0,2,2,1,1
20236,0,2,2,1,1
20237,0,2,2,1,1
20238,0,0,2,2,0
20239,0,1,2,2,1
20240,2,2,2,0,0
20241,1,2,2,1,1
20242,1,1,2,2,0
20243,2,2,2,0,1
20244,2,2,2,0,1
20245,2,2,2,0,0
20246,2,2,2,0,0
20247,0,0,0,3,1
20248,2,2,2,0,1
20249,1,0,1,3,1
20250,1,0,2,2,1
20251,1,0,0,3,1
20252,0,2,2,1,1
20253,1,1,1,3,0
20254,1,2,2,1,1
20255,1,2,2,1,0
20256,1,1,2,2,0
20257,2,2,2,0,0
20258,0,0,0,3,1
20259,0,2,2,1,0
20260,2,2,2,0,0
20261,1,1,2,2,0
20262,2,2,2,0,0
20263,0,2,2,1,1
20264,1,0,1,3,1
20265,1,1,1,3,0
20266,0,2,2,1,0
20267,0,2,2,1,1
20268,0,1,2,2,1
20269,0,2,2,1,1
20270,0,2,2,1,1
20271,2,2,2,0,0
20272,1,1,0,3,1
20273,0,1,2,2,0
20274,0,1,2,2,0
20275,2,2,2,0,1
20276,0,2,2,1,1
20277,1,2,2,1,0
20278,1,1,1,3,0
20279,1,0,2,2,1
20280,0,1,1,3,0
20281,2,2,2,0,1
20282,2,2,2,0,0
20283,2,2,2,0,1
20284,0,0,0,3,1
20285,1,0,2,2,0
20286,1,0,2,2,1
20287,0,0,0,3,1
20288,0,1,2,2,0
20289,0,0,2,2,1
20290,0,2,2,1,1
20291,2,2,2,0,1
20292,0,0,2,2,1
20293,1,1,2,2,1
20294,1,0,1,3,0
20295,1,1,1,3,0
20296,0,1,2,2,1
20297,2,2,2,0,0
20298,1,2,2,1,0
20299,1,2,2,1,0
20300,0,1,1,3,0
20301,0,2,2,1,1
20302,0,0,2,2,1
20303,0,1,1,3,1
20304,2,2,2,0,1
20305,0,0,1,3,0
20306,1,1,1,3,0
20307,2,2,2,0,0
20308,0,2,2,1,0
20309,1,1,1,3,0
20310,1,0,1,3,1
20311,1,1,2,2,0
20312,1,2,2,1,0
20313,1,0,1,3,0
20314,0,0,0,3,1
20315,0,2,2,1,0
20316,0,1,2,2,1
20317,0,0,0,3,1
20318,2,2,2,0,1
20319,0,2,2,1,1
20320,1,2,2,1,0
20321,0,2,2,1,1
20322,2,2,2,0,0
20323,1,1,0,3,0
20324,2,2,2,0,1
20325,0,2,2,1,0
20326,2,2,2,0,0
20327,2,2,2,0,1
20328,0,1,2,2,0
20329,2,2,2,0,1
20330,0,2,2,1,1
20331,1,0,2,2,1
20332,1,0,2,2,0
20333,0,2,2,1,1
20334,2,2,2,0,0
20335,1,0,2,2,1
20336,0,0,0,3,1
20337,2,2,2,0,0
20338,0,0,0,3,1
20339,0,0,2,2,1
20340,1,2,2,1,1
20341,1,1,1,3,0
20342,2,2,2,0,1
20343,0,0,0,3,1
20344,1,0,1,3,0
20345,2,2,2,0,0
20346,1,0,2,2,0
20347,2,2,2,0,1
20348,0,2,2,1,1
20349,0,0,2,2,0
20350,1,1,0,3,0
20351,0,1,0,3,1
20352,0,2,2,1,0
20353,0,2,2,1,1
20354,0,0,0,3,1
20355,1,1,2,2,0
20356,0,0,2,2,1
20357,2,2,2,0,0
20358,1,2,2,1,0
20359,2,2,2,0,0
20360,0,0,2,2,1
20361,1,1,2,2,0
20362,0,1,1,3,0
20363,0,2,2,1,1
20364,2,2,2,0,0
20365,0,1,2,2,0
20366,1,1,1,3,0
20367,0,0,0,3,1
20368,0,1,2,2,1
20369,0,2,2,1,1
20370,1,1,0,3,1
20371,0,0,1,3,0
20372,0,0,2,2,1
20373,1,1,2,2,1
20374,0,1,0,3,0
20375,2,2,2,0,0
20376,0,0,0,3,1
20377,1,2,2,1,1
20378,1,2,2,1,0
20379,1,2,2,1,1
20380,1,1,1,3,0
20381,1,1,1,3,0
20382,0,0,2,2,1
20383,1,0,2,2,1
20384,1,0,2,2,1
20385,1,0,2,2,1
20386,0,2,2,1,1
20387,1,0,2,2,1
20388,2,2,2,0,0
20389,1,1,2,2,0
20390,1,1,1,3,0
20391,1,2,2,1,0
20392,1,0,2,2,1
20393,0,2,2,1,0
20394,2,2,2,0,1
20395,1,1,2,2,0
20396,0,0,1,3,0
20397,0,2,2,1,1
20398,0,1,2,2,0
20399,0,1,1,3,0
20400,0,1,1,3,0
20401,2,2,2,0,0
20402,2,2,2,0,0
20403,1,1,1,3,0
20404,2,2,2,0,0
20405,0,2,2,1,0
20406,0,2,2,1,0
20407,1,1,1,3,0
20408,1,0,0,3,0
20409,2,2,2,0,0
20410,0,2,2,1,0
20411,1,0,2,2,0
20412,2,2,2,0,0
20413,2,2,2,0,1
20414,0,2,2,1,1
20415,2,2,2,0,0
20416,1,1,1,3,0
20417,0,2,2,1,1
20418,0,1,2,2,0
20419,0,2,2,1,1
20420,2,2,2,0,0
20421,1,1,0,3,0
20422,2,2,2,0,1
20423,0,2,2,1,0
20424,1,1,2,2,1
20425,2,2,2,0,1
20426,2,2,2,0,0
20427,0,0,1,3,1
20428,0,2,2,1,0
20429,0,2,2,1,1
20430,2,2,2,0,0
20431,0,2,2,1,1
20432,1,0,2,2,0
20433,0,1,2,2,1
20434,0,2,2,1,1
20435,1,1,1,3,0
20436,2,2,2,0,0
20437,1,1,2,2,0
